score_hint,journal,tier,domain,published,title,biz_hits,doi,url
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-9,Causal continual unlearning with disentangled anomaly representations for private industrial vision,causal,10.1016/j.ipm.2026.104731,https://doi.org/10.1016/j.ipm.2026.104731
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,HeterMV: Multi-view reasoning over source-aware heterogeneous evidence graph for multi-source fact verification,heterogeneous,10.1016/j.ipm.2026.104709,https://doi.org/10.1016/j.ipm.2026.104709
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Multimodal fusion with LLM content via hierarchical progressive transformer for explainable fake news detection,llm,10.1016/j.ipm.2026.104700,https://doi.org/10.1016/j.ipm.2026.104700
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Instance and prototype contrastive learning for multi-view 3D model retrieval and classification,retrieval,10.1016/j.ipm.2026.104655,https://doi.org/10.1016/j.ipm.2026.104655
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,SRCR: Faithful structured reasoning with curriculum reinforcement learning for explainable question answering,reinforcement learning,10.1016/j.ipm.2026.104653,https://doi.org/10.1016/j.ipm.2026.104653
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,A blockchain-based digital evidence management system: Integrating forensic procedures and multi-party authorization,digital,10.1016/j.ipm.2026.104654,https://doi.org/10.1016/j.ipm.2026.104654
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,A trusted industrial data space for automotive supply chain (TIDS-ASC): enabling secure and traceable data sharing,supply chain,10.1016/j.ipm.2026.104710,https://doi.org/10.1016/j.ipm.2026.104710
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Medical multi-recall embedding: Adaptive retrieval for diverse evidence in medical RAG systems,retrieval,10.1016/j.ipm.2026.104695,https://doi.org/10.1016/j.ipm.2026.104695
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,A novel multi-criteria evaluation method for rumor-refutation effectiveness of rumor-refutation accounts on social media platforms integrating social network analysis,platform,10.1016/j.ipm.2026.104706,https://doi.org/10.1016/j.ipm.2026.104706
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Defending LLMs against jailbreak attacks through representation offset detection,llm,10.1016/j.ipm.2026.104662,https://doi.org/10.1016/j.ipm.2026.104662
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,MNSPM: Merging-based nonoverlapping gap-constrained sequential pattern mining,app,10.1016/j.ipm.2026.104682,https://doi.org/10.1016/j.ipm.2026.104682
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,API-DONet: A knowledge-guided deep neural operator network for flood forecasting,forecast,10.1016/j.ipm.2026.104693,https://doi.org/10.1016/j.ipm.2026.104693
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Game-theoretic approach on strategizing cooperation model in community group-buying,app,10.1016/j.ipm.2026.104680,https://doi.org/10.1016/j.ipm.2026.104680
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,A self-modified hypergraph neural network for multimodal relation extraction,graph neural,10.1016/j.ipm.2026.104673,https://doi.org/10.1016/j.ipm.2026.104673
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Break fake frontiers: A triple-knowledge approach to multi-domain fake news detection,app,10.1016/j.ipm.2026.104649,https://doi.org/10.1016/j.ipm.2026.104649
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,From answering to discussing: Advancing human-AI cognitive collaboration in dialogue agents,agent,10.1016/j.ipm.2026.104711,https://doi.org/10.1016/j.ipm.2026.104711
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,AI-driven skill keyword suggestion for multi-round interviews: A graph-based topic approach,app,10.1016/j.ipm.2026.104692,https://doi.org/10.1016/j.ipm.2026.104692
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Modeling heterogeneous normality in time series anomaly detection,heterogeneous,10.1016/j.ipm.2026.104644,https://doi.org/10.1016/j.ipm.2026.104644
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,SageJavon: A scalable AI tutor for personalized programming learning,personaliz,10.1016/j.ipm.2025.104605,https://doi.org/10.1016/j.ipm.2025.104605
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Pontis: A decentralized framework for unifying remote attestation and enabling interoperability between heterogeneous TEEs,heterogeneous,10.1016/j.ipm.2026.104652,https://doi.org/10.1016/j.ipm.2026.104652
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Beyond traditional search: New characteristics of online health information seeking about chronic disease with Gen AI,search,10.1016/j.ipm.2026.104668,https://doi.org/10.1016/j.ipm.2026.104668
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,From exposure to followers: A stock-and-flow closed-loop framework of creator dynamics,stock,10.1016/j.ipm.2026.104677,https://doi.org/10.1016/j.ipm.2026.104677
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,InsQABench: Benchmarking Chinese insurance domain question answering with large language models,large language model,10.1016/j.ipm.2026.104685,https://doi.org/10.1016/j.ipm.2026.104685
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,DUIC: User-descriptive intention guided clustering for personalized and understandable document partitions,personaliz,10.1016/j.ipm.2026.104648,https://doi.org/10.1016/j.ipm.2026.104648
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Human cognitive process aligned rumor detection with small language models enhanced large language models,large language model,10.1016/j.ipm.2026.104659,https://doi.org/10.1016/j.ipm.2026.104659
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Fusion decomposition and backbone gathering based multimodal sentiment analysis under uncertain missing modalities,sentiment,10.1016/j.ipm.2026.104674,https://doi.org/10.1016/j.ipm.2026.104674
1,Information Processing & Management,CCF-B 期刊,信息系统/电商,2026-7,Robust drug recommendation based on patient status awareness and unbiased prediction,recommend,10.1016/j.ipm.2026.104698,https://doi.org/10.1016/j.ipm.2026.104698
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-9-8,Computational Creativity in the AI Era: A Research Agenda for Information Systems,search,10.1287/isre.2026.editorial.v37.n4,https://doi.org/10.1287/isre.2026.editorial.v37.n4
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-9-4,Honesty in Causal Forests: When It Helps and When It Hurts,causal,10.1287/isre.2025.2343,https://doi.org/10.1287/isre.2025.2343
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-9-4,Membership Plans for Sharing Economy Platforms,platform,10.1287/isre.2024.1215,https://doi.org/10.1287/isre.2024.1215
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-9-1,"Inflation in Reputation Systems? Newcomers, Veterans, and Socialization within a Platform Community",platform,10.1287/isre.2022.0321,https://doi.org/10.1287/isre.2022.0321
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-9-1,The Impacts of Externally Hired Senior Technology Executives on Startup Complementor Innovation in Software Platform Ecosystems,platform,10.1287/isre.2023.0743,https://doi.org/10.1287/isre.2023.0743
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-8-27,The Indirect Disclosure Effect: How Disclosing Generative AI Use Impacts Human Creative Collaboration with AI,generative ai,10.1287/isre.2024.0951,https://doi.org/10.1287/isre.2024.0951
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-8-24,The Impact of Generative AI on Collaborative Open-Source Software Development: Evidence from GitHub Copilot,generative ai,10.1287/isre.2024.1361,https://doi.org/10.1287/isre.2024.1361
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-8-19,Hit the GAS: Designing Optimal Generalized Ad-Supported Subscription Mechanisms,subscription,10.1287/isre.2025.2329,https://doi.org/10.1287/isre.2025.2329
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-8-17,Do Nonmonetary Virtual Gifts Enhance or Diminish Voluntary Paid Gifts? Evidence from a Video Game Live-Streaming Platform,platform,10.1287/isre.2024.0902,https://doi.org/10.1287/isre.2024.0902
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-8-17,p -Hacking and Publication Bias in Design-Based Causal Studies in Information Systems,causal,10.1287/isre.2024.1365,https://doi.org/10.1287/isre.2024.1365
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-8-11,A Mechanism-Based Process Model of Postadoption Usage Dynamics: Evidence from Feature-Level Usage in Mobile Banking,mobile,10.1287/isre.2024.0868,https://doi.org/10.1287/isre.2024.0868
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-8-10,How Platform Workers Contest Algorithmic Management: Theorizing the Dynamics of Algoactivistic Practices,platform,10.1287/isre.2024.0927,https://doi.org/10.1287/isre.2024.0927
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-7-15,Agency Configurations in Generative AI Ideation: How Textual and Visual Idea Concretizations Shape Idea Creativity and Ideator Effort,generative ai,10.1287/isre.2024.0952,https://doi.org/10.1287/isre.2024.0952
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-7-1,"Ecosystem Competition: Platforms, Subsidiary Markets and Multihoming in the Videogames Industry",platform,10.1287/isre.2024.1175,https://doi.org/10.1287/isre.2024.1175
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-6-26,Is Digital Reading Resilient to Air Pollution?,digital,10.1287/isre.2023.0565,https://doi.org/10.1287/isre.2023.0565
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-6-25,Securing Personal Space in the Crowd: Physical Crowdedness and Organic Mobile Usage,mobile,10.1287/isre.2023.0233,https://doi.org/10.1287/isre.2023.0233
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-6-17,Strategic Throttling in Large Cloud Computing Platforms,platform,10.1287/isre.2024.1124,https://doi.org/10.1287/isre.2024.1124
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-6-15,Gender Gating? Addressing the Impact of Congestion on the User Experience for Women in Online Matrimonial Matching Platforms,platform,10.1287/isre.2024.1008,https://doi.org/10.1287/isre.2024.1008
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-6-15,Explaining Sustained Blockchain Decentralization with Quasi-Experiments: The Resource Flexibility of Consensus Mechanisms,experiment,10.1287/isre.2024.1198,https://doi.org/10.1287/isre.2024.1198
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-6-12,Anticipating the Digital: How Interpretive Debt and Layered Architectural Framing Shape Innovation Pathways,digital,10.1287/isre.2024.1339,https://doi.org/10.1287/isre.2024.1339
1,Information Systems Research,UTD24/FT50,信息系统/电商,2026-6-12,Navigating the Influencer Marketplace: Long-Tail Effects and Content Strategies,marketplace,10.1287/isre.2023.0581,https://doi.org/10.1287/isre.2023.0581
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-9,Cassandra: An automated AI-based surveillance system to forecast bank distress from financial news,forecast,10.1016/j.ijforecast.2026.05.002,https://doi.org/10.1016/j.ijforecast.2026.05.002
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-9,Editorial: Reproducibility at the International Journal of Forecasting,forecast,10.1016/j.ijforecast.2026.08.004,https://doi.org/10.1016/j.ijforecast.2026.08.004
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-8,Improving the simple average combined forecast via factor-adjusted regularization,forecast,10.1016/j.ijforecast.2026.07.008,https://doi.org/10.1016/j.ijforecast.2026.07.008
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-8,Modeling uncertainty in the covariance matrix for probabilistic forecast reconciliation,forecast,10.1016/j.ijforecast.2026.07.003,https://doi.org/10.1016/j.ijforecast.2026.07.003
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-8,On the use of flexible rolling-window estimation for macroeconomic forecasting,forecast,10.1016/j.ijforecast.2026.07.005,https://doi.org/10.1016/j.ijforecast.2026.07.005
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-8,Forecasting the impact of the viral ‘Kia Boys’ social media trend on car thefts to 2050,forecast,10.1016/j.ijforecast.2026.07.006,https://doi.org/10.1016/j.ijforecast.2026.07.006
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,Improving disaggregated short-term food inflation forecasts with webscraped data,forecast,10.1016/j.ijforecast.2026.02.003,https://doi.org/10.1016/j.ijforecast.2026.02.003
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,Integrating nowcasts into an ensemble of data-driven forecasting models for SARI hospitalizations in Germany,forecast,10.1016/j.ijforecast.2026.01.001,https://doi.org/10.1016/j.ijforecast.2026.01.001
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,The hybrid renewable energy forecasting and trading competition 2024,forecast,10.1016/j.ijforecast.2025.10.005,https://doi.org/10.1016/j.ijforecast.2025.10.005
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,Book review,review,10.1016/j.ijforecast.2025.11.004,https://doi.org/10.1016/j.ijforecast.2025.11.004
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,Restoring the forecasting power of Google Trends with statistical preprocessing,forecast,10.1016/j.ijforecast.2026.03.001,https://doi.org/10.1016/j.ijforecast.2026.03.001
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,Modeling and forecasting intraday spot volatility,forecast,10.1016/j.ijforecast.2025.11.009,https://doi.org/10.1016/j.ijforecast.2025.11.009
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,Beyond news headlines and TF-IDF: Enhancing text-based forecasting models with validated collocations and improved attention,forecast,10.1016/j.ijforecast.2025.09.002,https://doi.org/10.1016/j.ijforecast.2025.09.002
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,Quantile-based modeling of scale dynamics in financial returns for Value-at-Risk and Expected Shortfall forecasting,forecast,10.1016/j.ijforecast.2025.12.002,https://doi.org/10.1016/j.ijforecast.2025.12.002
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,Beyond forecast leaderboards: Measuring individual model importance based on contribution to ensemble accuracy,forecast,10.1016/j.ijforecast.2025.12.006,https://doi.org/10.1016/j.ijforecast.2025.12.006
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,A Bayesian Dirichlet autoregressive conditional heteroskedasticity model for forecasting currency shares,forecast,10.1016/j.ijforecast.2026.02.002,https://doi.org/10.1016/j.ijforecast.2026.02.002
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,A hybrid strategy for probabilistic forecasting and trading of aggregated wind-solar power: Design and analysis in HEFTCom2024,forecast,10.1016/j.ijforecast.2025.11.008,https://doi.org/10.1016/j.ijforecast.2025.11.008
1,International Journal of Forecasting,ABS3/预测顶刊,运营/供应链,2026-7,Realized volatility forecasting for new issues and spin-offs using multi-source transfer learning,forecast,10.1016/j.ijforecast.2026.02.004,https://doi.org/10.1016/j.ijforecast.2026.02.004
